seq1_accession;seq1_variante;seq1_pais;seq1_estado;seq1_tamanho;seq1_spike_tamanho;seq1_data_coleta;seq2_accession;seq2_variante;seq2_pais;seq2_estado;seq2_tamanho;seq2_spike_tamanho;seq2_data_coleta;grupo;completa_total_score;completa_matches;completa_mismatches;completa_gap_openings;completa_gap_extentions;spike_total_score;spike_matches;spike_mismatches;spike_gap_openings;spike_gap_extentions
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON230413.1;B.1.1.529;USA;;29808;3813;44586;inter-variantes;29302;29694;84;10;55;3593;3767;31;5;33
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON313287.1;B.1.1.529;USA;;29841;3819;44599;inter-variantes;29254;29697;87;10;76;3614;3773;31;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419274.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29392;29712;78;6;34;3707;3791;16;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON313032.1;B.1.1.529;USA;;29826;3828;44602;inter-variantes;29425;29727;69;7;37;3696;3795;18;3;18
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP051818.1;B.1.1.529;USA;;29809;3822;44737;inter-variantes;29327;29698;81;8;52;3658;3784;23;3;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON071549.1;B.1.1.529;USA;;29806;3819;44620;inter-variantes;29327;29695;81;9;49;3622;3775;29;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OM229419.1;B.1.1.529;USA;;29806;3804;44547;inter-variantes;29286;29693;82;11;64;3646;3775;23;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON305405.1;B.1.1.529;USA;;29808;3822;44588;inter-variantes;29314;29697;81;10;55;3639;3780;27;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON188712.1;B.1.1.529;USA;;29811;3813;44585;inter-variantes;29362;29709;72;9;52;3629;3776;22;5;33
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419315.1;B.1.1.529;USA;;29805;3807;44759;inter-variantes;29407;29715;69;7;40;3694;3787;14;3;21
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419363.1;B.1.1.529;USA;;29817;3822;44762;inter-variantes;29446;29727;69;6;28;3749;3803;13;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419272.1;B.1.1.529;USA;;29811;3813;44787;inter-variantes;29408;29716;74;6;34;3711;3792;15;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419393.1;B.1.1.529;USA;;29811;3813;44741;inter-variantes;29416;29718;72;6;34;3723;3795;12;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON230809.1;B.1.1.529;USA;;29807;3819;44585;inter-variantes;29348;29701;76;9;49;3626;3776;28;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON189849.1;B.1.1.529;USA;;29805;3822;44585;inter-variantes;29315;29695;80;10;55;3643;3781;26;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419385.1;B.1.1.529;USA;;29817;3813;44763;inter-variantes;29405;29719;71;7;40;3707;3791;16;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419426.1;B.1.1.529;USA;;29829;3822;44761;inter-variantes;29508;29744;64;4;16;3753;3804;12;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419435.1;B.1.1.529;USA;;29829;3822;44760;inter-variantes;29520;29747;61;4;16;3753;3804;12;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON787303.1;B.1.1.529;USA;;29811;3813;44687;inter-variantes;29396;29713;77;6;34;3683;3785;22;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON118867.1;B.1.1.529;USA;;29817;3822;44585;inter-variantes;29404;29721;66;9;46;3687;3792;15;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP929937.1;B.1.1.529;USA;;29837;3807;44566;inter-variantes;29428;29721;78;5;22;3674;3779;28;1;9
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP983736.1;B.1.1.529;USA;;29820;3822;44887;inter-variantes;29402;29716;83;5;25;3729;3798;18;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OM294238.1;B.1.1.529;USA;;29806;3819;44550;inter-variantes;29339;29698;78;9;49;3634;3778;26;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON313485.1;B.1.1.529;USA;;29805;3819;44598;inter-variantes;29301;29693;82;10;58;3622;3775;29;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON264105.1;B.1.1.529;USA;;29817;3828;44591;inter-variantes;29347;29706;81;8;46;3648;3783;30;3;18
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON188719.1;B.1.1.529;USA;;29817;3819;44587;inter-variantes;29367;29711;76;8;46;3630;3777;27;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OM390558.1;B.1.1.529;USA;;29814;3819;44551;inter-variantes;29327;29701;83;9;49;3614;3773;31;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419449.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29388;29711;79;6;34;3671;3782;25;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON189200.1;B.1.1.529;USA;;29808;3822;44585;inter-variantes;29314;29697;81;10;55;3639;3780;27;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON068774.1;B.1.1.529;USA;;29808;3822;44608;inter-variantes;29412;29717;70;7;37;3737;3800;16;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON966040.1;B.1.1.529;USA;;29811;3822;44726;inter-variantes;29432;29722;68;6;34;3749;3803;13;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419335.1;B.1.1.529;USA;;29820;3822;44745;inter-variantes;29478;29735;64;5;25;3753;3804;12;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON305911.1;B.1.1.529;USA;;29817;3828;44598;inter-variantes;29391;29717;70;8;46;3704;3797;16;3;18
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON003813.1;B.1.1.529;USA;;29806;3822;44596;inter-variantes;29316;29696;80;10;55;3647;3782;25;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON068785.1;B.1.1.529;USA;;29805;3816;44591;inter-variantes;29352;29705;70;9;58;3657;3783;18;4;30
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON188726.1;B.1.1.529;USA;;29809;3813;44584;inter-variantes;29320;29697;82;9;52;3589;3766;32;5;33
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON800468.1;B.1.1.529;USA;;29811;3813;44708;inter-variantes;29392;29712;78;6;34;3711;3792;15;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON313115.1;B.1.1.529;USA;;29804;3819;44599;inter-variantes;29402;29710;64;8;46;3678;3789;15;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON595182.1;B.1.1.529;USA;;29817;3822;44581;inter-variantes;29360;29710;77;9;46;3651;3783;24;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419340.1;B.1.1.529;USA;;29826;3822;44756;inter-variantes;29521;29745;60;4;16;3753;3804;12;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON118588.1;B.1.1.529;USA;;29814;3819;44584;inter-variantes;29339;29704;80;9;49;3650;3782;22;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON071109.1;B.1.1.529;USA;;29808;3819;44589;inter-variantes;29349;29705;73;9;55;3662;3785;19;4;27
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON188704.1;B.1.1.529;USA;;29806;3822;44585;inter-variantes;29312;29695;81;10;55;3639;3780;27;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419295.1;B.1.1.529;USA;;29808;3813;44744;inter-variantes;29381;29707;80;6;34;3707;3791;16;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP419438.1;B.1.1.529;USA;;29822;3816;44745;inter-variantes;29494;29739;62;5;22;3732;3798;12;2;12
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON594963.1;B.1.1.529;USA;;29810;3813;44680;inter-variantes;29447;29725;64;6;34;3699;3789;18;2;15
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;OP880133.1;B.1.1.529;USA;;29804;3822;44851;inter-variantes;29393;29707;76;6;34;3741;3801;15;1;6
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON313238.1;B.1.1.529;USA;;29820;3822;44610;inter-variantes;29412;29723;67;8;43;3667;3787;20;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON208913.1;B.1.1.529;USA;;29808;3822;44585;inter-variantes;29306;29695;83;10;55;3631;3778;29;4;24
OL757809.1;B.1.617.2;Myanmar;;29814;3816;44533;ON226320.1;B.1.1.529;USA;;29806;3813;44587;inter-variantes;29323;29694;82;9;49;3593;3767;31;5;33
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM961293.1;B.1.617.2;Mongolia;;29836;3816;44545;intra-delta;29562;29745;56;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL351442.1;B.1.617.2;Egypt;;29903;3822;44484;intra-delta;29536;29748;64;2;7;3769;3808;8;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;ON909201.1;B.1.617.2;Bangladesh;;29813;3816;44391;intra-delta;29599;29755;44;2;9;3780;3807;9;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM190651.1;B.1.617.2;Mongolia;;29852;3816;44310;intra-delta;29623;29764;42;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL958521.1;B.1.617.2;Bangladesh;;29816;3816;44388;intra-delta;29583;29754;52;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM692491.1;B.1.617.2;Bangladesh;;29818;3816;44434;intra-delta;29619;29763;43;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM721708.1;B.1.617.2;Bangladesh;;29819;3816;44422;intra-delta;29627;29765;41;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL966477.1;B.1.617.2;India;;29888;3816;44333;intra-delta;29595;29757;49;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK190628.1;B.1.617.2;India;;29893;3822;44449;intra-delta;29644;29775;37;2;7;3777;3810;6;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;MZ558098.1;B.1.617.2;India;;29837;3822;44340;intra-delta;29624;29770;42;2;7;3769;3808;8;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL958468.1;B.1.617.2;Bangladesh;;29816;3816;44387;intra-delta;29607;29760;46;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM090161.1;B.1.617.2;Bangladesh;;29810;3816;44410;intra-delta;29612;29759;44;1;6;3800;3812;4;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;ON507019.1;B.1.617.2;Italy;;29823;3816;44536;intra-delta;29567;29750;56;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL989400.1;B.1.617.2;Bangladesh;;29815;3816;44420;intra-delta;29615;29762;44;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;ON485812.1;B.1.617.2;Mexico;;29837;3816;44410;intra-delta;29768;29801;11;0;0;3808;3814;2;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK190620.1;B.1.617.2;India;;29892;3822;44449;intra-delta;29576;29758;54;2;7;3765;3807;9;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM961262.1;B.1.617.2;Mongolia;;29858;3816;44449;intra-delta;29603;29759;47;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL989407.1;B.1.617.2;Bangladesh;;29815;3816;44420;intra-delta;29603;29759;47;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL989392.1;B.1.617.2;Bangladesh;;29808;3816;44420;intra-delta;29601;29754;46;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;intra-delta;29572;29757;55;2;7;3773;3809;7;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;intra-delta;29627;29765;41;1;6;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK104624.1;B.1.617.2;Egypt;;29903;3822;44441;intra-delta;29572;29757;55;2;7;3769;3808;8;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL958479.1;B.1.617.2;Bangladesh;;29814;3816;44387;intra-delta;29627;29765;41;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK189643.1;B.1.617.2;India;;29886;3822;44449;intra-delta;29632;29772;40;2;7;3781;3811;5;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL533312.1;B.1.617.2;USA;ND;29894;3816;44401;intra-delta;29724;29790;22;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK190314.1;B.1.617.2;USA;FL;29820;3816;44417;intra-delta;29711;29771;20;0;0;3800;3812;4;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL929501.1;B.1.617.2;USA;UT;29809;3816;44517;intra-delta;29577;29745;51;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;MZ996543.1;B.1.617.2;USA;IL;29824;3816;44404;intra-delta;29724;29790;22;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;MZ979005.1;B.1.617.2;USA;FL;29820;3816;44401;intra-delta;29728;29791;21;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK396712.1;B.1.617.2;USA;MD;29834;3816;44461;intra-delta;29724;29790;22;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL532798.1;B.1.617.2;USA;FL;29894;3816;44396;intra-delta;29720;29789;23;0;0;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL416456.1;B.1.617.2;USA;FL;29825;3816;44381;intra-delta;29707;29770;21;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL535485.1;B.1.617.2;USA;IN;29872;3816;44416;intra-delta;29649;29766;22;1;24;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;MZ983858.1;B.1.617.2;USA;FL;29817;3816;44376;intra-delta;29711;29771;20;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL776371.1;B.1.617.2;USA;CA;29809;3816;44510;intra-delta;29581;29746;50;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL525066.1;B.1.617.2;USA;FL;29896;3816;44409;intra-delta;29716;29788;24;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK600503.1;B.1.617.2;USA;FL;29829;3816;44457;intra-delta;29720;29789;23;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;MZ450170.1;B.1.617.2;USA;CA;29821;3816;44352;intra-delta;29732;29792;20;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK040851.1;B.1.617.2;USA;VA;29807;3816;44423;intra-delta;29711;29783;24;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL533077.1;B.1.617.2;USA;FL;29894;3816;44397;intra-delta;29724;29790;22;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL527012.1;B.1.617.2;USA;IN;29896;3816;44399;intra-delta;29724;29790;22;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP219952.1;B.1.617.2;USA;;29833;3816;44504;intra-delta;29569;29743;53;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK654484.1;B.1.617.2;USA;;29820;3816;44398;intra-delta;29723;29786;21;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OP397223.1;B.1.617.2;USA;;29886;3816;44425;intra-delta;29591;29756;50;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244655.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29626;29761;40;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246163.1;B.1.617.2;USA;;29830;3816;44516;intra-delta;29618;29759;42;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM191603.1;B.1.617.2;USA;;29812;3816;44548;intra-delta;29570;29735;50;1;6;3776;3806;10;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM524823.1;B.1.617.2;USA;;29809;3816;44512;intra-delta;29557;29725;51;1;6;3780;3807;9;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK507690.1;B.1.617.2;USA;;29866;3816;44418;intra-delta;29720;29789;23;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM689003.1;B.1.617.2;USA;;29861;3816;44418;intra-delta;29623;29764;42;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246247.1;B.1.617.2;USA;;29807;3816;44523;intra-delta;29586;29751;50;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM153932.1;B.1.617.2;USA;;29860;3816;44396;intra-delta;29643;29769;37;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK653873.1;B.1.617.2;USA;;29820;3816;44398;intra-delta;29679;29775;32;0;0;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL411226.1;B.1.617.2;USA;;29865;3816;44485;intra-delta;29708;29786;26;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP142372.1;B.1.617.2;USA;;29839;3816;44422;intra-delta;29750;29789;13;0;0;3800;3812;4;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244445.1;B.1.617.2;USA;;29814;3816;44503;intra-delta;29566;29746;55;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP142752.1;B.1.617.2;USA;;29833;3816;44431;intra-delta;29585;29747;49;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM046899.1;B.1.617.2;USA;;29864;3816;44520;intra-delta;29587;29755;51;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK385946.1;B.1.617.2;USA;;29866;3816;44410;intra-delta;29708;29786;26;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP143202.1;B.1.617.2;USA;;29839;3816;44449;intra-delta;29702;29777;25;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM524909.1;B.1.617.2;USA;;29810;3816;44511;intra-delta;29549;29723;53;1;6;3776;3806;10;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM245956.1;B.1.617.2;USA;;29814;3816;44508;intra-delta;29618;29759;42;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244619.1;B.1.617.2;USA;;29822;3816;44509;intra-delta;29614;29758;43;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP299883.1;B.1.617.2;USA;;29830;3816;44388;intra-delta;29569;29743;50;2;9;3780;3807;9;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL924833.1;B.1.617.2;USA;;29812;3816;44497;intra-delta;29606;29744;41;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK652202.1;B.1.617.2;USA;;29839;3816;44442;intra-delta;29688;29769;24;1;3;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP143434.1;B.1.617.2;USA;;29833;3816;44439;intra-delta;29589;29748;48;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP220871.1;B.1.617.2;USA;;29831;3816;44496;intra-delta;29605;29752;44;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK657000.1;B.1.617.2;USA;;29865;3816;44446;intra-delta;29724;29790;22;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OP397072.1;B.1.617.2;USA;;29811;3816;44432;intra-delta;29578;29734;47;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244624.1;B.1.617.2;USA;;29833;3816;44509;intra-delta;29629;29764;40;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246028.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29598;29754;47;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244757.1;B.1.617.2;USA;;29837;3816;44509;intra-delta;29626;29761;40;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246049.1;B.1.617.2;USA;;29835;3816;44508;intra-delta;29614;29758;43;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244701.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29626;29761;40;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP142907.1;B.1.617.2;USA;;29833;3816;44428;intra-delta;29593;29749;47;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK383519.1;B.1.617.2;USA;;29867;3816;44407;intra-delta;29728;29791;21;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OP397330.1;B.1.617.2;USA;;29883;3816;44424;intra-delta;29583;29754;52;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL955122.1;B.1.617.2;USA;;29807;3816;44502;intra-delta;29518;29722;63;1;6;3768;3804;12;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244612.1;B.1.617.2;USA;;29827;3816;44510;intra-delta;29606;29756;45;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246166.1;B.1.617.2;USA;;29814;3816;44516;intra-delta;29614;29758;43;1;6;3784;3808;8;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246034.1;B.1.617.2;USA;;29822;3816;44508;intra-delta;29622;29760;41;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK658366.1;B.1.617.2;USA;;29866;3816;44440;intra-delta;29728;29791;21;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OL541835.1;B.1.617.2;USA;;29805;3822;44457;intra-delta;29668;29764;27;1;6;3781;3811;5;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246133.1;B.1.617.2;USA;;29833;3816;44515;intra-delta;29627;29765;41;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM153467.1;B.1.617.2;USA;;29862;3816;44389;intra-delta;29599;29758;48;1;6;3780;3807;9;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK158384.1;B.1.617.2;USA;;29816;3816;44428;intra-delta;29732;29792;20;0;0;3800;3812;4;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PP143706.1;B.1.617.2;USA;;29838;3816;44455;intra-delta;29694;29775;27;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OP397426.1;B.1.617.2;USA;;29886;3816;44422;intra-delta;29599;29758;48;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK507706.1;B.1.617.2;USA;;29886;3816;44419;intra-delta;29768;29801;11;0;0;3804;3813;3;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK652281.1;B.1.617.2;USA;;29863;3816;44446;intra-delta;29724;29790;22;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OK386497.1;B.1.617.2;USA;;29867;3816;44411;intra-delta;29724;29790;22;0;0;3796;3811;5;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM246500.1;B.1.617.2;USA;;29839;3816;44523;intra-delta;29688;29781;31;0;0;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OP397014.1;B.1.617.2;USA;;29873;3816;44424;intra-delta;29583;29751;40;2;21;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;MZ726510.1;B.1.617.2;USA;;29813;3816;44395;intra-delta;29733;29790;19;0;0;3800;3812;4;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM054471.1;B.1.617.2;USA;;29885;3816;44419;intra-delta;29599;29758;48;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244584.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29614;29758;43;1;6;3792;3810;6;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;OM244636.1;B.1.617.2;USA;;29814;3816;44510;intra-delta;29622;29760;41;1;6;3788;3809;7;0;0
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PQ577963.1;B.1.1.529;Brazil;;29903;3822;44762;inter-variantes;29528;29746;66;2;7;3737;3800;16;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PQ567389.1;B.1.1.529;Brazil;;29888;3816;44927;inter-variantes;29485;29733;64;4;22;3716;3794;16;2;12
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PQ567392.1;B.1.1.529;Brazil;;29903;3822;44927;inter-variantes;29528;29746;66;2;7;3737;3800;16;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PQ567494.1;B.1.1.529;Brazil;;29870;3807;44927;inter-variantes;29373;29702;77;6;40;3642;3774;27;3;21
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PQ281310.1;B.1.1.529;Brazil;;29894;3822;45108;inter-variantes;29522;29743;60;3;16;3741;3801;15;1;6
ON483559.1;B.1.617.2;Mexico;;29812;3816;44478;PQ281378.1;B.1.1.529;Brazil;;29873;3810;45108;inter-variantes;29402;29710;72;6;37;3663;3780;24;3;18
